Name;ISIN;Symbol;Market;Currency;"Open Price";"High Price";"low Price";"last Price";"last Trade MIC Time";"Time Zone";Volume;Turnover;"Closing Price";"Closing Price DateTime"
ESSILORLUXOTTICA;FR0000121667;1EL;BITGEM;EUR;167.48;168.32;166.98;167.80;"06/04/2023 17:28";CET;695;116535.06;-;-
ESSILORLUXOTTICA;FR0000121667;EL;"Euronext Paris";EUR;167.24;168.62;166.70;167.58;"06/04/2023 17:35";CET;395298;66262830.76;-;-
ESSO;FR0000120669;ES;"Euronext Paris";EUR;47.00;48.14;46.70;47.04;"06/04/2023 17:35";CET;9685;455949.74;-;-
"ESTORIL SOL N";PTESO0AM0000;ESON;"Euronext Lisbon";EUR;6.75;6.75;6.75;6.75;"06/04/2023 15:30";BST;46;310.50;-;-
ESTRIMA;IT0005468191;BIRO;"Euronext Growth Milan";EUR;1.515;1.63;1.515;1.585;"06/04/2023 16:35";CET;36000;57176.00;-;-
ETEX;BE0941244536;-;"Euronext Expert Market";EUR;20.00;20.00;20.00;20.00;"04/04/2023 11:30";CET;1038;20760.00;-;-
EUKEDOS;IT0004818297;EUK;"Euronext Milan";EUR;1.175;1.18;1.175;1.18;"06/04/2023 17:35";CET;863;1014.12;-;-
"EUPEN FINANZ";BE0049483135;-;"Euronext Expert Market";EUR;151.10;151.10;151.10;151.10;"28/07/2015 11:30";CET;348;52582.80;-;-
"EURASIA FONC INV";FR0000061475;EFI;"Euronext Paris";EUR;0.442;0.442;0.442;0.442;"06/04/2023 16:30";CET;10;4.42;-;-
"EURASIA GROUPE";FR0010844001;ALEUA;"Euronext Growth Paris";EUR;3.44;3.44;3.44;3.44;"14/12/2022 09:00";CET;1;3.44;-;-
EURAZEO;FR0000121121;RF;"Euronext Paris";EUR;64.55;65.80;64.55;65.30;"06/04/2023 17:35";CET;201842;13185517.80;-;-
"EUREKING SHARES";FR0014009ON9;KINGS;"Euronext Paris";EUR;9.95;9.95;9.95;9.95;"31/03/2023 09:00";CET;10;99.50;-;-
"EUREKING WARRANTS";FR0014009OX8;KINGW;"Euronext Paris";EUR;0.10;0.10;0.10;0.10;"25/11/2022 15:06";CET;50490;5049.00;-;-
"EURO RESSOURCES";FR0000054678;EUR;"Euronext Paris";EUR;3.03;3.03;2.94;3.03;"06/04/2023 17:35";CET;1830;5467.38;-;-
EUROAPI;FR0014008VX5;EAPI;"Euronext Paris";EUR;10.54;10.865;10.54;10.84;"06/04/2023 17:35";CET;309507;3326462.89;-;-
EUROBIO-SCIENTIFIC;FR0013240934;ALERS;"Euronext Growth Paris";EUR;15.98;16.98;15.94;16.68;"06/04/2023 17:35";CET;25689;427522.84;-;-
"EUROCASTLE INVEST.";GB00B94QM994;ECT;"Euronext Amsterdam";EUR;7.55;7.60;7.55;7.60;"06/04/2023 14:07";CET;690;5239.00;-;-
EUROCOMMERCIAL;NL0015000K93;ECMPA;"Euronext Amsterdam, Brussels";EUR;20.22;20.64;19.98;20.54;"06/04/2023 17:35";CET;30929;630350.12;-;-
"EUROFINS CEREP";FR0013256518;ALECR;"Euronext Growth Paris";EUR;24600.00;24600.00;24600.00;24600.00;"03/03/2023 11:30";CET;1;24600.00;-;-
"EUROFINS SCIE NV23";FR001400EBA9;ERFNV;"Euronext Paris";EUR;58.26;58.26;58.26;58.26;"06/04/2023 11:30";CET;1;58.26;-;-
"EUROFINS SCIENT.";FR0014000MR3;ERF;"Euronext Paris";EUR;60.28;61.76;60.28;61.48;"06/04/2023 17:35";CET;436996;26763876.68;-;-
"EUROGROUP LAM";IT0005527616;EGLA;"Euronext Milan";EUR;4.805;4.81;4.70;4.80;"06/04/2023 17:35";CET;91478;436539.58;-;-
"EUROLAND CORPORATE";FR0010157115;MLERO;"Euronext Access Paris";EUR;2.72;2.72;2.72;2.72;"05/04/2023 16:30";CET;40;108.80;-;-
"EUROLOG CANOLA";ES0105586004;MLCAN;"Euronext Access Paris";EUR;1320.00;1320.00;1320.00;1320.00;"11/08/2021 00:00";CET;-;-;-;-
"EUROMEDIS GROUPE";FR0000075343;ALEMG;"Euronext Growth Paris";EUR;4.07;4.07;3.99;4.04;"06/04/2023 17:20";CET;2938;11842.03;-;-
EURONAV;BE0003816338;EURN;"Euronext Brussels";EUR;15.415;15.63;15.20;15.26;"06/04/2023 17:35";CET;252390;3884911.64;-;-
EURONEXT;NL0006294274;ENXP;"Euronext Lisbon";EUR;-;-;-;-;-;BST;-;-;-;-
EURONEXT;NL0006294274;ENX;"Euronext Paris, Amsterdam, Brussels";EUR;70.00;71.40;69.85;71.25;"06/04/2023 17:37";CET;97902;6961759.95;-;-
EUROPACORP;FR0010490920;ALECP;"Euronext Growth Paris";EUR;0.568;0.568;0.558;0.566;"06/04/2023 16:08";CET;5978;3365.51;-;-
EUROPLASMA;FR001400CF13;ALEUP;"Euronext Growth Paris";EUR;0.728;0.728;0.6903;0.6971;"06/04/2023 17:29";CET;143860;101249.94;-;-
EUROPRIS;NO0010735343;EPR;"Oslo Børs";NOK;74.95;75.20;74.10;74.75;"05/04/2023 13:08";CET;91100;6804653.25;-;-
EUROTECH;IT0003895668;ETH;"Euronext Milan";EUR;3.05;3.095;3.045;3.095;"06/04/2023 17:35";CET;178327;547002.46;-;-
"EUTELSAT COMMUNIC.";FR0010221234;ETL;"Euronext Paris";EUR;6.15;6.22;6.145;6.21;"06/04/2023 17:35";CET;497543;3083755.63;-;-
EVERFUEL;DK0061414711;EFUEL;"Euronext Growth Oslo";NOK;29.30;29.50;29.05;29.20;"05/04/2023 13:05";CET;12098;353186.40;-;-
EVERGREEN;FR0000035784;EGR;"Euronext Paris";EUR;2.96;2.96;2.84;2.95;"06/04/2023 17:28";CET;6315;18333.13;-;-
EVISO;IT0005430936;EVISO;"Euronext Growth Milan";EUR;2.32;2.32;2.32;2.32;"06/04/2023 17:00";CET;1455;3375.60;-;-
EVOLIS;FR0004166197;ALTVO;"Euronext Growth Paris";EUR;31.60;31.60;30.80;30.80;"06/04/2023 17:17";CET;1328;41750.20;-;-
"EVONIK INDUSTRIES";DE000EVNK013;1EVK;BITGEM;EUR;19.50;19.50;19.50;19.50;"04/04/2023 14:45";CET;250;4875.00;-;-
"EVS BROADC.EQUIPM.";BE0003820371;EVS;"Euronext Brussels";EUR;22.50;22.50;22.25;22.45;"06/04/2023 17:35";CET;3687;82423.70;-;-
"EXACOMPTA CLAIREF.";FR0000064164;ALEXA;"Euronext Growth Paris";EUR;127.00;127.00;127.00;127.00;"06/04/2023 16:30";CET;200;25400.00;-;-
"EXACT THERAPEUTICS";NO0010852213;EXTX;"Euronext Growth Oslo";NOK;14.50;14.50;14.50;14.50;"28/03/2023 14:18";CET;1906;27637.00;-;-
"EXAIL TECHNOLOGIES";FR0000062671;EXA;"Euronext Paris";EUR;18.66;18.66;18.30;18.30;"06/04/2023 17:35";CET;8272;151976.22;-;-
"EXCLUSIVE NETWORKS";FR0014005DA7;EXN;"Euronext Paris";EUR;19.80;19.94;19.74;19.82;"06/04/2023 17:35";CET;12696;251994.20;-;-
"EXEL INDUSTRIES";FR0004527638;EXE;"Euronext Paris";EUR;49.10;49.10;48.60;48.60;"06/04/2023 17:35";CET;343;16718.40;-;-
EXMAR;BE0003808251;EXM;"Euronext Brussels";EUR;11.60;11.74;11.58;11.64;"06/04/2023 17:37";CET;251460;2927174.22;-;-
"EXOR NV";NL0012059018;EXO;"Euronext Amsterdam";EUR;75.50;76.00;75.02;75.74;"06/04/2023 17:35";CET;109712;8293342.76;-;-
EXPERT.AI;IT0004496029;EXAI;"Euronext Growth Milan";EUR;0.737;0.757;0.736;0.741;"06/04/2023 17:35";CET;44794;33213.30;-;-
"EXPLOSIFS PROD.CHI";FR0014003AQ4;EXPL;"Euronext Paris";EUR;88.00;89.50;88.00;89.50;"06/04/2023 17:36";CET;419;37317.50;-;-
EXPRIVIA;IT0001477402;XPR;"Euronext Milan";EUR;1.40;1.40;1.384;1.386;"06/04/2023 17:07";CET;16350;22739.60;-;-
FABILIA;IT0005417784;FHR;"Euronext Growth Milan";EUR;0.56;0.56;0.55;0.55;"28/09/2022 00:00";CET;3000;1660.00;-;-
FACEPHI;ES0105029005;ALPHI;"Euronext Growth Paris";EUR;2.65;2.65;2.65;2.65;"06/04/2023 09:00";CET;1;2.65;-;-
"FAE TECHNOLOGY";IT0005500688;FAE;"Euronext Growth Milan";EUR;2.15;2.34;2.00;2.12;"06/04/2023 17:18";CET;260000;568380.00;-;-
FAGRON;BE0003874915;FAGR;"Euronext Brussels, Amsterdam";EUR;16.23;16.42;16.03;16.13;"06/04/2023 17:35";CET;99966;1620644.17;-;-
"FAIFEY INVEST";ES0105553004;MLECE;"Euronext Access Paris";EUR;19.80;19.80;19.80;19.80;"29/07/2021 00:00";CET;-;-;-;-
FARMACOSMO;IT0005487670;COSMO;"Euronext Growth Milan";EUR;1.495;1.50;1.495;1.50;"06/04/2023 15:16";CET;10810;16194.31;-;-
FARMAE;IT0005378333;FAR;"Euronext Growth Milan";EUR;10.85;11.45;10.85;11.05;"06/04/2023 17:27";CET;3192;35440.65;-;-
FARMINVESTE;PTFNV1AM0002;MLFMV;"Euronext Access Lisbon";EUR;2.14;2.14;2.14;2.14;"16/03/2023 21:30";BST;17;36.38;-;-
"FASHION B AIR";FR0004034593;ALFBA;"Euronext Growth Paris";EUR;0.20;0.20;0.18;0.20;"05/04/2023 16:12";CET;2007;387.80;-;-
FASTNED;NL0013654809;FAST;"Euronext Amsterdam";EUR;33.80;34.10;33.20;33.65;"06/04/2023 17:39";CET;12428;418090.65;-;-
FAURECIA;FR0000121147;2EO;"Euronext After Hours Milan";EUR;18.61;18.61;18.00;18.545;"05/04/2023 19:27";CET;997;18153.21;-;-
FAURECIA;FR0000121147;1EO;BITGEM;EUR;18.69;19.15;18.69;19.06;"06/04/2023 17:35";CET;20304;384170.23;-;-
FAURECIA;FR0000121147;EO;"Euronext Paris";EUR;18.72;19.195;18.68;19.00;"06/04/2023 17:35";CET;960028;18182359.32;-;-
FAYENC.SARREGUEMI.;FR0000031973;FAYE;"Euronext Paris";EUR;20.00;20.00;20.00;20.00;"30/01/2023 11:30";CET;4;80.00;-;-
"FBD HOLDINGS PLC";IE0003290289;EG7;"Euronext Dublin";EUR;13.80;13.80;13.50;13.50;"06/04/2023 21:00";IST;253;3452.25;-;-
FD;FR0012300424;MLFDV;"Euronext Access Paris";EUR;0.30;0.30;0.30;0.30;"04/04/2023 16:30";CET;367;110.10;-;-
"FD TECHNOLOGIES";GB0031477770;GYQ;"Euronext Growth Dublin";EUR;19.60;19.60;19.20;19.20;"05/04/2023 20:47";IST;44;860.40;-;-
FDJ;FR0013451333;FDJ;"Euronext Paris";EUR;38.24;38.68;38.16;38.62;"06/04/2023 17:35";CET;173819;6706727.20;-;-
"FENIX ENTERT";IT0005403495;FNX;"Euronext Growth Milan";EUR;0.332;0.34;0.316;0.34;"06/04/2023 17:03";CET;30000;9843.00;-;-
FERM.CAS.MUN.CANNE;FR0000062101;FCMC;"Euronext Paris";EUR;1650.00;1650.00;1650.00;1650.00;"06/04/2023 17:15";CET;19;31350.00;-;-
FERMENTALG;FR0011271600;FALG;"Euronext Paris";EUR;1.122;1.122;1.022;1.022;"06/04/2023 17:35";CET;158827;167470.27;-;-
FERRARI;NL0011585146;RACE;"Euronext Milan";EUR;250.70;250.70;247.50;248.90;"06/04/2023 17:35";CET;199372;49601014.90;-;-
FERRARI;NL0011585146;2RACE;"Euronext After Hours Milan";EUR;248.50;248.50;247.40;248.50;"05/04/2023 20:04";CET;1784;442107.90;-;-
FERVI;IT0005325912;FVI;"Euronext Growth Milan";EUR;16.00;16.50;16.00;16.20;"05/04/2023 13:26";CET;1600;25930.00;-;-
"FI BELGO-TUNISIENN";BE0011238830;-;"Euronext Expert Market";EUR;221.10;221.10;221.10;221.10;"07/07/2015 11:30";CET;323;71415.30;-;-
FIDIA;IT0001498481;FDA;"Euronext Milan";EUR;1.39;1.39;1.39;1.39;"06/04/2023 09:31";CET;500;695.00;-;-
"FIDUCIAL OFF.SOL.";FR0000061418;SACI;"Euronext Paris";EUR;28.00;28.00;28.00;28.00;"06/04/2023 11:30";CET;1;28.00;-;-
"FIDUCIAL REAL EST.";FR0000060535;ORIA;"Euronext Paris";EUR;190.00;190.00;190.00;190.00;"06/04/2023 11:30";CET;1;190.00;-;-
"FIERA MILANO";IT0003365613;FM;"Euronext Milan";EUR;2.735;2.77;2.71;2.77;"06/04/2023 17:35";CET;32650;89539.42;-;-
"FIGEAC AERO";FR0011665280;FGA;"Euronext Paris";EUR;4.89;4.95;4.88;4.95;"06/04/2023 17:21";CET;1091;5353.73;-;-
FILA;IT0004967292;FILA;"Euronext Milan";EUR;6.92;7.09;6.89;7.09;"06/04/2023 17:35";CET;81132;567826.96;-;-
"FILL UP MEDIA";FR001400AEM6;ALFUM;"Euronext Growth Paris";EUR;4.74;4.74;4.72;4.72;"06/04/2023 17:12";CET;111;524.94;-;-
FIMMOBEL;BE0945246784;-;"Euronext Expert Market";EUR;450.00;450.00;450.00;450.00;"04/12/2018 11:30";CET;1;450.00;-;-
"FIN.ETANG BERRE";FR0000062341;BERR;"Euronext Paris";EUR;9.00;9.00;9.00;9.00;"21/12/2022 11:30";CET;527;4743.00;-;-
"FIN.ETANG BERRE PF";FR0000062507;EBPF;"Euronext Paris";EUR;193.60;193.60;193.60;193.60;"20/12/2022 16:30";CET;16;3097.60;-;-
"FIN.OUEST AFRICAIN";SN0000033192;FOAF;"Euronext Paris";EUR;58.00;58.00;58.00;58.00;"08/03/2023 11:49";CET;129;7482.00;-;-
"FINANCIERE MARJOS";FR0000060824;FINM;"Euronext Paris";EUR;0.152;0.152;0.152;0.152;"27/03/2023 11:30";CET;17;2.58;-;-
FINANZA.TECH;IT0005475162;FTC;"Euronext Growth Milan";EUR;0.962;0.962;0.942;0.942;"06/04/2023 17:08";CET;61000;58630.00;-;-
FINASUCRE;BE0012544319;-;"Euronext Expert Market";EUR;4000.00;4000.00;4000.00;4000.00;"26/05/2020 11:30";CET;4;16000.00;-;-
FINATIS;FR0000035123;FNTS;"Euronext Paris";EUR;6.25;6.25;6.25;6.25;"06/04/2023 16:30";CET;80;500.00;-;-
FINAXO;FR0010487272;MLFXO;"Euronext Access Paris";EUR;4.70;4.70;4.70;4.70;"25/07/2018 16:30";CET;1000;4700.00;-;-
FINCANTIERI;IT0001415246;FCT;"Euronext Milan";EUR;0.564;0.572;0.562;0.572;"06/04/2023 17:35";CET;869295;493913.20;-;-
"FINE FOODS&PHARM";IT0005215329;FF;"Euronext Milan";EUR;8.30;8.37;8.25;8.35;"06/04/2023 17:35";CET;4322;35868.15;-;-
FINECOBANK;IT0000072170;FBK;"Euronext Milan";EUR;13.72;14.06;13.64;14.005;"06/04/2023 17:35";CET;2391436;33044766.83;-;-
FINECOBANK;IT0000072170;2FBK;"Euronext After Hours Milan";EUR;13.65;13.715;13.61;13.715;"05/04/2023 20:05";CET;1020;13958.70;-;-
FINLOGIC;IT0005256323;FNL;"Euronext Growth Milan";EUR;11.85;11.85;11.85;11.85;"06/04/2023 11:01";CET;4100;48585.00;-;-
FIPP;FR0000038184;FIPP;"Euronext Paris";EUR;0.128;0.137;0.128;0.137;"06/04/2023 09:28";CET;3981;536.40;-;-
"FIRST CAPITAL";IT0005252736;FIC;"Euronext Growth Milan";EUR;20.00;20.20;20.00;20.20;"06/04/2023 17:17";CET;378;7575.60;-;-
FIRSTCAUTION;CH0120879058;MLFIR;"Euronext Access Paris";EUR;27.80;27.80;27.80;27.80;"11/01/2023 16:30";CET;11;305.80;-;-
"FL ENTERTAINMENT";NL0015000X07;FLE;"Euronext Amsterdam";EUR;9.55;9.55;9.50;9.50;"06/04/2023 16:21";CET;377;3581.55;-;-
"FLE WARRANTS";NL0015000H56;FLEW;"Euronext Amsterdam";EUR;0.25;0.25;0.25;0.25;"15/03/2022 11:07";CET;163;40.75;-;-
"FLEURY MICHON";FR0000074759;ALFLE;"Euronext Growth Paris";EUR;17.65;17.65;17.50;17.60;"06/04/2023 17:20";CET;194;3411.45;-;-
"FLEX LNG";BMG359472021;FLNG;"Oslo Børs";NOK;337.60;337.60;330.60;332.00;"05/04/2023 13:05";CET;12886;4287484.60;-;-
FLEXDEAL;PTFXD0AM0018;FLEXD;"Euronext Lisbon";EUR;4.90;4.90;4.90;4.90;"09/03/2023 14:00";BST;164;803.60;-;-
FLORENTAISE;FR001400GO75;ALFLO;"Euronext Growth Paris";EUR;-;-;-;-;-;CET;-;-;-;-
FLORIDIENNE;BE0003215143;FLOB;"Euronext Brussels";EUR;790.00;790.00;790.00;790.00;"06/04/2023 16:30";CET;8;6320.00;-;-
"FLOW TRADERS";BMG3602E1084;FLOW;"Euronext Amsterdam";EUR;26.70;26.90;26.50;26.90;"06/04/2023 17:35";CET;83930;2247246.00;-;-
FLOWSPARKS;BE0003847648;FLSP;"Euronext Access Brussels";EUR;23.00;23.00;23.00;23.00;"31/03/2023 16:52";CET;200;4600.00;-;-
"FLUTTER ENTERTAIN";IE00BWT6H894;FLTR;"Euronext Dublin";EUR;165.80;168.75;165.20;168.10;"06/04/2023 21:08";IST;159131;26698556.15;-;-
"FLUXYS BELGIUM D";BE0974265945;FLUX;"Euronext Brussels";EUR;28.50;28.80;28.20;28.40;"06/04/2023 17:35";CET;892;25358.80;-;-
"FNAC DARTY";FR0011476928;FNAC;"Euronext Paris";EUR;32.70;32.92;32.62;32.92;"06/04/2023 17:35";CET;18034;592375.74;-;-
FNM;IT0000060886;FNM;"Euronext Milan";EUR;0.444;0.444;0.437;0.44;"06/04/2023 16:58";CET;306258;134494.79;-;-
FNPTECHNOLOGIESSA;FR0013230067;MLFNP;"Euronext Access Paris";EUR;0.35;0.35;0.35;0.35;"28/03/2023 11:30";CET;60;21.00;-;-
FOCUSENTERTAINMENT;FR0012419307;ALFOC;"Euronext Growth Paris";EUR;48.10;48.10;47.00;47.00;"06/04/2023 17:35";CET;439;20835.20;-;-
"FONCIERE 7 INVEST";FR0000065930;LEBL;"Euronext Paris";EUR;0.94;0.94;0.94;0.94;"03/04/2023 11:30";CET;60;56.40;-;-
"FONCIERE EURIS";FR0000038499;EURS;"Euronext Paris";EUR;3.06;3.06;3.00;3.00;"06/04/2023 16:30";CET;1227;3725.22;-;-
"FONCIERE INEA";FR0010341032;INEA;"Euronext Paris";EUR;42.10;42.10;42.10;42.10;"06/04/2023 09:00";CET;1;42.10;-;-
"FONCIERE LYONNAISE";FR0000033409;FLY;"Euronext Paris";EUR;81.80;81.80;81.40;81.60;"06/04/2023 17:25";CET;31;2530.40;-;-
"FONCIERE VINDI";FR0011605617;MLVIN;"Euronext Access Paris";EUR;3.80;3.80;3.80;3.80;"06/04/2023 11:30";CET;50;190.00;-;-
"FONCIERE VOLTA";FR0000053944;SPEL;"Euronext Paris";EUR;7.85;7.85;7.85;7.85;"06/04/2023 11:30";CET;2;15.70;-;-
"FOOT LOCKER";US3448491049;FOOTL;"Traded not listed Brussels";USD;61.64;61.64;61.64;61.64;"06/07/2021 15:34";CET;20;1232.80;-;-
FOPE;IT0005203424;FPE;"Euronext Growth Milan";EUR;32.40;33.00;32.40;33.00;"06/04/2023 17:35";CET;1250;41000.00;-;-
"FORESTIERE EQUAT.";CI0000053161;FORE;"Euronext Paris";EUR;715.00;715.00;715.00;715.00;"23/03/2023 16:30";CET;4;2860.00;-;-
FORFARMERS;NL0011832811;FFARM;"Euronext Amsterdam";EUR;3.11;3.11;3.015;3.02;"06/04/2023 17:35";CET;159220;485849.10;-;-
"FORSEE POWER";FR0014005SB3;FORSE;"Euronext Paris";EUR;3.60;3.66;3.25;3.32;"06/04/2023 17:35";CET;122268;431091.84;-;-
FOS;IT0005388217;FOS;"Euronext Growth Milan";EUR;3.80;3.80;3.80;3.80;"06/04/2023 09:00";CET;1500;5700.00;-;-
FOUNTAIN;BE0003752665;FOU;"Euronext Brussels";EUR;1.29;1.29;1.29;1.29;"04/04/2023 14:20";CET;250;322.50;-;-
"FOUNTAINE PAJOT";FR0010485268;ALFPC;"Euronext Growth Paris";EUR;112.00;112.00;109.00;109.50;"06/04/2023 17:26";CET;416;45934.50;-;-
FOYER;NSCEX0000018;-;"Euronext Expert Market";EUR;64.01;64.01;64.01;64.01;"15/03/2022 11:30";CET;100;6401.00;-;-
"FRANCAISE ENERGIE";FR0013030152;FDE;"Euronext Paris";EUR;40.00;41.25;39.45;41.25;"06/04/2023 17:35";CET;14927;603357.40;-;-
"FRANCE SOIR GROUPE";FR0013222346;MLFSG;"Euronext Access Paris";EUR;0.005;0.005;0.005;0.005;"24/05/2022 11:30";CET;269;1.35;-;-
"FRANCE TOURISME";FR0010823724;MLFTI;"Euronext Access Paris";EUR;0.04;0.04;0.04;0.04;"05/04/2023 11:30";CET;3914;156.56;-;-
FRANCHETTI;IT0005508574;FCH;"Euronext Growth Milan";EUR;2.82;3.27;2.72;3.14;"06/04/2023 17:35";CET;50500;155170.00;-;-
"FRANCHI UMB MARMI";IT0005335754;FUM;"Euronext Growth Milan";EUR;8.76;9.04;8.72;9.00;"05/04/2023 17:13";CET;2400;21280.00;-;-
FREELANCE.COM;FR0004187367;ALFRE;"Euronext Growth Paris";EUR;5.36;5.36;5.13;5.13;"06/04/2023 17:35";CET;4700;24624.51;-;-
"FRENDY ENERGY";IT0004819857;FRE;"Euronext Growth Milan";EUR;0.22;0.222;0.22;0.22;"06/04/2023 16:33";CET;3240;714.96;-;-
FRESENIUS;DE0005785604;1FRE;BITGEM;EUR;25.50;25.76;25.33;25.76;"06/04/2023 15:40";CET;70;1791.49;-;-
"FRESENIUS MED CARE";DE0005785802;1FME;BITGEM;EUR;40.20;40.38;40.20;40.38;"06/04/2023 10:53";CET;150;6033.60;-;-
FREY;FR0010588079;FREY;"Euronext Paris";EUR;34.00;34.00;34.00;34.00;"06/04/2023 11:30";CET;92;3128.00;-;-
FRIULCHEM;IT0005378457;FCM;"Euronext Growth Milan";EUR;1.05;1.05;1.05;1.05;"04/04/2023 15:25";CET;750;787.50;-;-
"FROID INVEST";BE6326486493;-;"Euronext Expert Market";EUR;0.01;0.01;0.01;0.01;"23/02/2021 11:30";CET;2900;29.00;-;-
FRONTLINE;CY0200352116;FRO;"Oslo Børs";NOK;154.18;155.98;151.98;153.92;"05/04/2023 13:05";CET;636055;97536825.84;-;-
FRØY;NO0010936792;FROY;"Oslo Børs";NOK;65.00;65.80;64.00;65.40;"05/04/2023 13:05";CET;28529;1855760.20;-;-
FUGRO;NL00150003E1;FUR;"Euronext Amsterdam";EUR;11.60;11.91;11.60;11.74;"06/04/2023 17:35";CET;284115;3344105.01;-;-
"FUT.CLUBE PORTO";PTFCP0AM0008;FCP;"Euronext Lisbon";EUR;1.01;1.01;1.01;1.01;"05/04/2023 20:30";BST;43;43.43;-;-
"G RENT";IT0005445108;GSR;"Euronext Growth Milan";EUR;2.14;2.14;2.02;2.04;"06/04/2023 15:10";CET;5000;10270.00;-;-
G.A.I.;FR0000053415;MLGAI;"Euronext Access Paris";EUR;80.00;80.00;80.00;80.00;"20/02/2023 17:08";CET;448;35840.00;-;-
"G.M. LEATHER";IT0005498610;GML;"Euronext Growth Milan";EUR;1.68;1.68;1.66;1.67;"06/04/2023 14:15";CET;9000;15020.00;-;-
GABETTI;IT0005023038;GAB;"Euronext Milan";EUR;1.102;1.116;1.08;1.09;"06/04/2023 17:35";CET;53990;59034.23;-;-
GALAPAGOS;BE0003818359;GLPG;"Euronext Amsterdam, Brussels";EUR;34.47;35.41;34.00;35.22;"06/04/2023 17:35";CET;199777;7061384.93;-;-
GALEO;FR0011100759;MLGAL;"Euronext Access Paris";EUR;0.76;0.76;0.76;0.76;"06/04/2023 16:30";CET;1;0.76;-;-
GALIMMO;FR0000030611;GALIM;"Euronext Paris";EUR;15.20;15.20;15.20;15.20;"06/04/2023 11:30";CET;1;15.20;-;-
"GALP ENERGIA-NOM";PTGAL0AM0009;GALP;"Euronext Lisbon";EUR;11.035;11.085;10.90;10.905;"06/04/2023 21:37";BST;2098614;22976208.74;-;-
"GAMBERO ROSSO";IT0005122392;GAMB;"Euronext Growth Milan";EUR;0.44;0.448;0.44;0.448;"06/04/2023 16:24";CET;20000;8888.00;-;-
"GAMING INNOVATION";US36467X2062;GIG;"Oslo Børs";NOK;26.90;26.90;25.15;25.50;"05/04/2023 13:05";CET;10539;275058.80;-;-
"GAROF HEALTH CARE";IT0005345233;GHC;"Euronext Milan";EUR;3.76;3.76;3.72;3.75;"06/04/2023 17:35";CET;7108;26547.03;-;-
"GAS PLUS";IT0004098510;GSP;"Euronext Milan";EUR;2.48;2.57;2.475;2.51;"06/04/2023 17:35";CET;35375;89822.35;-;-
GASCOGNE;FR0000124414;ALBI;"Euronext Growth Paris";EUR;4.30;4.33;4.23;4.30;"06/04/2023 17:27";CET;3972;17031.50;-;-
GAUMONT;FR0000034894;GAM;"Euronext Paris";EUR;98.50;98.50;97.00;97.00;"06/04/2023 16:10";CET;76;7448.50;-;-
GAUSSIN;FR0013495298;ALGAU;"Euronext Growth Paris";EUR;2.38;2.47;2.35;2.382;"06/04/2023 17:35";CET;80002;190947.69;-;-
GBL;BE0003797140;GBLB;"Euronext Brussels";EUR;77.82;78.42;77.82;78.30;"06/04/2023 17:35";CET;145454;11380122.32;-;-
"GC RIEBER SHIPPING";NO0010262686;RISH;"Oslo Børs";NOK;16.90;16.90;16.15;16.25;"05/04/2023 13:05";CET;9196;150340.00;-;-
"GEA GRENOBL.ELECT.";FR0000053035;GEA;"Euronext Paris";EUR;87.00;87.00;87.00;87.00;"06/04/2023 09:00";CET;1;87.00;-;-
"GECI INTL";FR0000079634;ALGEC;"Euronext Growth Paris";EUR;0.0012;0.0013;0.0012;0.0012;"06/04/2023 17:35";CET;12586336;15605.69;-;-
GECINA;FR0010040865;GFC;"Euronext Paris";EUR;93.95;96.30;93.85;96.10;"06/04/2023 17:35";CET;112831;10817476.35;-;-
GEFRAN;IT0003203947;GE;"Euronext Milan";EUR;10.28;10.34;10.10;10.10;"06/04/2023 17:35";CET;4613;47143.28;-;-
GEL;IT0005312365;GEL;"Euronext Growth Milan";EUR;1.63;1.63;1.63;1.63;"06/04/2023 16:19";CET;625;1018.75;-;-
"GEN BELGE ARGENTIN";BE6303070104;-;"Euronext Expert Market";EUR;27.82;27.82;27.82;27.82;"10/07/2018 11:30";CET;650;18083.00;-;-
"GENERAL ELECTRIC";US3696043013;GNE;"Euronext Paris";EUR;84.20;86.40;84.20;86.40;"05/04/2023 17:35";CET;180;15439.80;-;-
GENERALFINANCE;IT0005144784;GF;"Euronext Milan";EUR;7.95;8.15;7.80;7.95;"06/04/2023 16:51";CET;5819;45960.65;-;-
"GENERALI ASS";IT0000062072;2G;"Euronext After Hours Milan";EUR;18.40;18.40;18.37;18.37;"05/04/2023 19:36";CET;1815;33364.38;-;-
"GENERALI ASS";IT0000062072;G;"Euronext Milan";EUR;18.46;18.62;18.415;18.55;"06/04/2023 17:38";CET;2839912;52640920.47;-;-
GENEURO;CH0308403085;GNRO;"Euronext Paris";EUR;2.22;2.23;2.00;2.00;"06/04/2023 17:35";CET;6349;13365.69;-;-
GENFIT;FR0004163111;GNFT;"Euronext Paris";EUR;3.64;3.645;3.55;3.555;"06/04/2023 17:35";CET;59347;212984.58;-;-
"GENOMIC VISION";FR0011799907;GV;"Euronext Paris";EUR;0.0208;0.0209;0.0204;0.0204;"06/04/2023 17:13";CET;1385219;28442.59;-;-
GENOWAY;FR0004053510;ALGEN;"Euronext Growth Paris";EUR;3.67;3.77;3.51;3.74;"06/04/2023 17:26";CET;12314;44734.22;-;-
